Author,Comment,Published At,Likes
@RyanLawrenceK,"Chandra Arya lords over my riding. He&#39;s awful. <a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=582"">9:42</a>",2024-10-17T11:53:36Z,0
@OhIbelieveU,This is the rot that is WEF.,2024-10-17T11:53:32Z,122
@ENTHUSIASTICFIFAFAN,"You bring 3rd world people in, you being 3rd world problems.",2024-10-17T11:53:14Z,0
@niclejeune2023,"That guy in Hawai, for sure as long as liberals are in power, we will suffer a brain and money drain, we will all be cheap labour&#39;s country",2024-10-17T11:53:00Z,0
@daltonproter-sheldrick4986,"Indian news is wild, and I&#39;m all for it 😂😂",2024-10-17T11:52:56Z,278
@Philvanninja,I love Justin I think he is the best pm Canada has ever had or will have .Justin forever! He is sooooo dreamy ! .......jk 😂 got ya all pissed off dident I ?? Bahaaaaa trudue is a douch !,2024-10-17T11:51:44Z,0
@debbiehanisch2099,"I trust India far more than I trust trudeau and his henchmen. That&#39;s pretty sad. India has him pegged. If you took him out, we would be OK with that. Your govt. Hasn&#39;t achieved anything but ruining Canada.",2024-10-17T11:51:43Z,1
@OhIbelieveU,What a mess.....😢,2024-10-17T11:51:34Z,6
@ekingston1694,"Yes,Khalistan is are in India but they are organizing in Canada.  Even voting in Canada.  Sing is for Khalistan",2024-10-17T11:51:21Z,2
@reneeangele4766,I think some of these Indian videos are from last year.,2024-10-17T11:50:58Z,1
@Birdman239,They are not wolves.  They are dogs.  Huskies.  Not wolves.,2024-10-17T11:49:54Z,0
@bbear1971,I DEMAND TURDOPE DO DRUG TESTING,2024-10-17T11:49:38Z,0
@Ellen-lm5yg,Arya...defending Trudeau so his family members aren&#39;t booted out,2024-10-17T11:49:36Z,38
@AmazedNik,To summarize....Canada is saying a 31 year old gangster in India who has been put in jail by the Indian govt is colluding with the same gangster and against whose gang members the govt has been sending extradition notices to Canada over the years is now working with them to create chaos in Canada 🙃 wow...FLQ = Khalistan,2024-10-17T11:49:36Z,1
@Palestine-eh4yc,Why lafing?<br>You think is funny to have criminelle hat the Ed of the parlement,2024-10-17T11:49:30Z,0
@Nedreck11,"Trudeau can put as much lipstick on the pig and hope we get to fall in love with a pig. Aint going to happen - He cant undo his corruption. He is toast. That Indian MP is toast also, I think he&#39;s the guy that keeps phoning me up and trying to sell me a new phone plan.",2024-10-17T11:49:05Z,0
@ONEIDA249,Oh the wolves man im sorry I know it&#39;s horrible too do but id let them in,2024-10-17T11:48:06Z,0
@janicebeare8127,It saddens me to hear others speak so badly about Canada. We used to be so well respected on the world stage. Now look at how we&#39;re perceived.,2024-10-17T11:47:12Z,216
@colbiecolbie6979,"Im not supporting him, im really supporting my paycheque for a little more time!",2024-10-17T11:47:10Z,2
@ingridmorris5691,"When Pierre wins, The Canadian people need to party in the streets and like we won the World Series. Seriously",2024-10-17T11:46:34Z,620
@yashsingh0010,"To clarify, the person in Indian news is a retired ambassador and is not currently part of the Indian government. No public servant would use such language towards any head of state, even if they are adversaries.",2024-10-17T11:46:33Z,13
@deccan3564,We respect canada &amp; we love candian peoples but this man truedo is insane. This man ruien india canada relation with single handedly.,2024-10-17T11:46:24Z,3
@joycecouvrette707,"Good morning David <a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=6"">0:06</a>",2024-10-17T11:46:03Z,0
@NicNakBraun,2025 can&#39;t come soon enough,2024-10-17T11:46:02Z,2
@kennybrown5914,"India population is 1,2 billion fix your dirty country before u criticize Canada tell your people use deodorant stop shitting on the streets of Canada",2024-10-17T11:46:00Z,0
@ingridmorris5691,"It angers me to no end, that these scheisters think we are stupid and have no memory. Liberals are finished. Get off the stage already",2024-10-17T11:45:02Z,0
@darrenk3433,No Canadian is seducing punjabis to come to Canada.,2024-10-17T11:44:42Z,0
@I_am_single_and_I_am_happy,To know the truth about this specific issue Canadians should watch Indian mainstream media rather than Canadian ones. 😂,2024-10-17T11:44:13Z,0
@niclejeune2023,"Kaliaran for India is like Quebec FLQ and Trudeau is protecting them here, allowing them to continue their work from Canada the favored terrorist breeding ground. Trudeau is a weak leader.",2024-10-17T11:44:08Z,0
@LAM285,The only reason Justin Trudeau is  still in power is because of Jagmeet Singh but not for long the Canadian people have had enough of both of them cant wait to vote Both Of these clowns  out of office 🤡🤡🇨🇦🇨🇦🇨🇦💪🏻💪🏻💪🏻,2024-10-17T11:43:40Z,465
@pepperfish_,"I love how the anymosity is aimed squarely at Trudeau, not Canadians themselves.  Let&#39;s all celebrate for today it seems like the entire world wants Trudeau gone.  Poetic.",2024-10-17T11:43:29Z,179
@ffssathena,Expropriate TruDough to India.,2024-10-17T11:42:59Z,2
@lightgiver7311,"We are becoming India 2.0, they need to go back.",2024-10-17T11:42:38Z,0
@Dwh1960,That liberal boot licker is as good of a liar as Trudeau. Managed the pandemic? 😮 $10 day care? Delusional. Talk to people who use  it.,2024-10-17T11:42:36Z,0
@Najeeb706,Funny how all these MPs supported trudeau over 9 years but now they are crumbling and they are jumping ship. Arya is whacked.,2024-10-17T11:42:21Z,0
@M.C.N.1020,National nathem got swaped what worst to come for Canada...,2024-10-17T11:42:12Z,0
@Manik.Thalapathy,Canada ❌ <br>Kandastan ✅<br>😂😂😂😂,2024-10-17T11:41:48Z,0
@jeffmcmahon615,CANADIANS HAVE LOST THEIR FREEDOM. SLAVES,2024-10-17T11:41:46Z,0
@ONEIDA249,Oh this countries reputation is literally blown up just like the atom bombs dropped on Japan no country is ever going too trust Canada again,2024-10-17T11:41:42Z,1
@Foxtrotliondogs,"Wth???? <a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1565"">26:05</a>",2024-10-17T11:41:30Z,0
@DoreenWalkington-yv1pp,$10 day care ruffles my feathers. Where is this day care?  In my opinion it is a failed program.,2024-10-17T11:41:20Z,62
@splytlykety,"lady, the gig is up. Canadians are all going to remember the quagmire kalalkstan has created it won&#39;t be forgotten and unfortunately the west has givin up on the people from the eastern hemisphere it&#39;s bad enough we to worry about the south of ours",2024-10-17T11:40:50Z,0
@olsmokey5256,Why is he unpopular the wing nut asks,2024-10-17T11:40:34Z,0
@AnaBanana1989,That Indian News video was priceless lmao 🤣🤣looking forward to your next video David!,2024-10-17T11:40:24Z,193
@EpicGamer63637,😂,2024-10-17T11:40:11Z,0
@Dwh1960,That was awesome!!😂,2024-10-17T11:39:40Z,0
@RPangi911,Even the wolves can not stand with Justine anymore.,2024-10-17T11:39:03Z,0
@gibsalisbury,Inflation might be down but the price of everyday things people need are still high and still going up.The price is up and the quantity of items is coming down.,2024-10-17T11:37:57Z,17
@timmer2896,"The worst part ,, the worst is when Trudough is out. , Freeloader will be running things .,, UNNFRIGGENBELIEVABLE !",2024-10-17T11:37:50Z,0
@tylerwourms9183,How can you be a Canadian politician if you weren’t born here,2024-10-17T11:37:13Z,267
@niclejeune2023,Trudeau lol...,2024-10-17T11:36:37Z,0
@uwuweewee,"The fake laugh does not add anything. If we fing it funny we will laugh, don&#39;t need you making weird awkward sounds",2024-10-17T11:36:24Z,0
@cherylbulleid7091,"Stop calling that twit our prime minister. He&#39;s an illegal traitor infiltrator who legally shouldn&#39;t be runninh a bread maker.  He&#39;d broke us, Illegally coerced medical procedures, split everyone up, stole money, lied,  hes  a friggin  CRIMINAL.. Disgrace OF HUMAN SPECIES.",2024-10-17T11:36:06Z,0
@dylanfors9970,Thunder Bay airport we see fighter jets all the time. They all stop to refuel and are loud and awesome to see take off. - I always wonder where they are going / what they are doing though 🤔,2024-10-17T11:35:41Z,0
@lindarutgers5015,The wolves are in Parc Omega. You rent a cabin right in the wolf enclosure.,2024-10-17T11:35:09Z,1
@internationalteq5462,We desperately need an election,2024-10-17T11:35:05Z,1
@niclejeune2023,"What.. best country to manage pandemic, he took our freedom s, shut down our economy, remember not being able to access non food goods in a Walmart. Like some of the most draconian measures,vaccine mandates, that were proven not to stop spreading the virus, shutting down businesses. People losing jobs, then Emergencies act.. it was a disaster, we are still recovering from that nightmare.",2024-10-17T11:34:35Z,1
@Foxtrotliondogs,A perfect example of castro,2024-10-17T11:34:20Z,0
@DarrenHiscock,Anyone question why the one that comes forward to back Trudeau is of Insian decent?.......,2024-10-17T11:33:37Z,2
@emmwhite3945,Holly 🛎🇨🇦,2024-10-17T11:33:02Z,1
@politicalfoolishness7491,Did he say &quot;Justard&quot;?  Combine that with &quot;Turdeau&quot; and we have a winner.,2024-10-17T11:32:33Z,1
@damonkhan1757,"MOOSE, I&#39;m very pleased you have sponsors, you deserve it!  I trust you more than my girlfriend",2024-10-17T11:31:34Z,0
@tonyrizzo8391,"I have had enough of this Indian invasion on our culture, this is really pissing me off, don&#39;t come to our country and deface our flag by burning etc, changing our demographics, and apparently now our national anthem of which truly destroyed anyway, and protesting and praying in our streets causing disruption, go the fk home.......",2024-10-17T11:30:40Z,0
@johngrantham3161,"Please remember India it is not us Canadians it is a jerk we have for a leader so sorry but we are fixing that very soon, please wait thanks",2024-10-17T11:29:27Z,0
@discerningdilemmas4680,Does this mean no more dress up trips to India 😂😂,2024-10-17T11:28:30Z,3
@royforget2303,You would never see or hear any other country allowing other languages sing their national anthem,2024-10-17T11:28:28Z,21
@gibsalisbury,He hit Trudeau right on.,2024-10-17T11:28:26Z,16
@BlaineDowan,Call an election the sooner the better. Please Justin Trudeau&#39;s delay tactics must end.,2024-10-17T11:28:03Z,0
@travellersagar437,Treudo destroyed whole relation with India only for one guy Hardeep Singh Nijjar. Was Nijjar a Saint or Freedom Fighter of Canada?? Why Treudo giving so much importance for the person who Illegally entered Canada.,2024-10-17T11:27:34Z,171
@jeffmcmahon615,Chandra aria is retrded.   How about another big bag of money you corrupt pos!!!    How is your daily pm dk sukking going.   Goof!,2024-10-17T11:26:57Z,0
@stevenpringle7813,I can&#39;t stand listening to that piece of garbage. It&#39;s too much to stand. Have to fast forward.,2024-10-17T11:26:15Z,3
@chrisbelbin7270,India news is the best,2024-10-17T11:25:54Z,0
@ericmckenzie4045,Trudeau is an  absolute disgrace to Canada,2024-10-17T11:25:37Z,1
@marcjolin8335,That Mp can&#39;t even speak english. They know their days are numbered.,2024-10-17T11:24:55Z,0
@MichaelThoman,I bet the East Indian guy is on the list if he thinks the liberals can win!,2024-10-17T11:24:32Z,0
@christinebroeze1004,"David, a couple of weeks ago, we had about 4 fighter jets flying by. That happened a couple of time over the course of 2 weeks",2024-10-17T11:23:43Z,0
@pauljames4794,Lock up Chow. Make her build some more railroads!!,2024-10-17T11:23:10Z,2
@jeffmcmahon615,"Thank you, please don&#39;t come again terdo!",2024-10-17T11:21:55Z,0
@donnajohansson1949,"Our country is a total joke everywhere... embarrassing!  Our traditions are all going out the window already but don&#39;t mess with our anthem (why did the hockey arena and clubs support that in the first place?)!  How can we fight back on all this  that will actually have an impact on all of this happening now in a safe, legal but meaningful way NOW?  Just my humble little opinion.",2024-10-17T11:21:35Z,1
@Proudgrammie,Where was that??? For the hockey game?!,2024-10-17T11:21:33Z,1
@damonkhan1757,I can&#39;t understand what that Indian liberal said,2024-10-17T11:21:23Z,0
